scenario,var_static,var_adaptive,S,pass_1_0,pass_1_2
Targeted top-3 dropout,5.532939974844892,6.191378175935565,0.8936524013910395,False,False
Random 30% dropout,5.50476352785259,6.126008449591971,0.8987436705440115,False,False
Road cluster dropout,5.546946525726087,5.819080778837579,0.9532341509846073,False,False
